name,gpu_model,vram_mb,cuda_cores,price_per_hour_usd_cents,driver_major,driver_minor
UHD Graphics 32EU Mobile,UHD Graphics 32EU Mobile,0,256,205,535,36
UHD Graphics 610,UHD Graphics 610,0,96,203,536,44
UHD Graphics 630,UHD Graphics 630,0,192,207,536,26
UHD Graphics 630,UHD Graphics 630,0,184,206,535,22
UHD Graphics G4 48EU Mobile,UHD Graphics G4 48EU Mobile,0,384,206,535,20
UHD Graphics G7 64EU Mobile,UHD Graphics G7 64EU Mobile,0,512,208,535,36
UHD Graphics P630,UHD Graphics P630,0,192,207,535,24
UHD Graphics P630 Mobile,UHD Graphics P630 Mobile,0,192,207,534,38
Xe DG1,Xe DG1,4096,640,231,534,42
Arctic Sound 1T,Arctic Sound 1T,16384,6144,378,534,47
Arctic Sound 2T,Arctic Sound 2T,16384,7680,424,535,37
UHD Graphics 16EU,UHD Graphics 16EU,0,128,203,534,25
UHD Graphics 16EU Mobile,UHD Graphics 16EU Mobile,0,128,203,535,35
UHD Graphics 16EU Mobile,UHD Graphics 16EU Mobile,0,128,205,535,20
UHD Graphics 24EU Mobile,UHD Graphics 24EU Mobile,0,192,204,535,38
UHD Graphics 32EU Mobile,UHD Graphics 32EU Mobile,0,256,210,536,43
UHD Graphics 32EU Mobile,UHD Graphics 32EU Mobile,0,256,206,536,42
UHD Graphics 730,UHD Graphics 730,0,192,207,535,20
UHD Graphics 750,UHD Graphics 750,0,256,210,535,35
UHD Graphics 770,UHD Graphics 770,0,256,211,535,38
UHD Graphics P750,UHD Graphics P750,0,256,210,534,27
Arc A310,Arc A310,4096,768,242,535,45
Arc A350,Arc A350,4096,768,247,535,25
Arc A350M,Arc A350M,4096,768,252,536,35
Arc A370M,Arc A370M,4096,1024,265,535,27
Arc A380,Arc A380,6144,1024,266,536,27
Arc A550M,Arc A550M,8192,2048,330,535,21
Arc A730M,Arc A730M,12288,3072,395,535,37
Arc A750,Arc A750,8192,3584,469,535,43
Arc A770,Arc A770,16384,4096,507,536,45
Arc A770M,Arc A770M,16384,4096,460,535,23
Arc Pro A30M,Arc Pro A30M,4096,1024,264,534,34
Arc Pro A40,Arc Pro A40,6144,1024,254,534,26
Arc Pro A50,Arc Pro A50,6144,1024,275,535,24
Arctic Sound-M,Arctic Sound-M,16384,8192,439,535,37
Data Center GPU Flex 140,Data Center GPU Flex 140,6144,1024,263,535,45
Data Center GPU Flex 170,Data Center GPU Flex 170,16384,4096,461,536,30
Iris Xe Graphics 80EU Mobile,Iris Xe Graphics 80EU Mobile,0,640,224,535,34
Iris Xe Graphics 96EU Mobile,Iris Xe Graphics 96EU Mobile,0,768,234,534,43
UHD Graphics 16EU Mobile,UHD Graphics 16EU Mobile,0,128,204,536,48
UHD Graphics 24EU Mobile,UHD Graphics 24EU Mobile,0,192,207,534,35
UHD Graphics 48EU Mobile,UHD Graphics 48EU Mobile,0,384,214,535,49
UHD Graphics 64EU Mobile,UHD Graphics 64EU Mobile,0,512,222,535,31
UHD Graphics 710,UHD Graphics 710,0,128,205,535,24
UHD Graphics 730,UHD Graphics 730,0,192,208,536,22
UHD Graphics 770,UHD Graphics 770,0,256,212,536,47
UHD Graphics 770 Mobile,UHD Graphics 770 Mobile,0,256,212,535,24
Arc A380M,Arc A380M,6144,1024,263,535,21
Arc A530M,Arc A530M,8192,1536,262,535,27
Arc A570M,Arc A570M,8192,2048,283,535,31
Arc A580,Arc A580,8192,3072,393,536,31
Arc Graphics 112EU Mobile,Arc Graphics 112EU Mobile,0,896,262,534,36
Arc Graphics 128EU Mobile,Arc Graphics 128EU Mobile,0,1024,271,535,44
Arc Graphics 48EU Mobile,Arc Graphics 48EU Mobile,0,384,221,535,30
Arc Graphics 64EU Mobile,Arc Graphics 64EU Mobile,0,512,229,534,44
Arc Pro A60,Arc Pro A60,12288,2048,332,536,48
Arc Pro A60M,Arc Pro A60M,8192,2048,284,534,38
Data Center GPU Max 1100,Data Center GPU Max 1100,49152,7168,548,535,44
Data Center GPU Max 1350,Data Center GPU Max 1350,98304,14336,893,535,32
Data Center GPU Max 1550,Data Center GPU Max 1550,131072,16384,1020,534,34
Data Center GPU Max Subsystem,Data Center GPU Max Subsystem,131072,16384,1065,536,36
Iris Xe Graphics 80EU Mobile,Iris Xe Graphics 80EU Mobile,0,640,228,535,33
Iris Xe Graphics 96EU Mobile,Iris Xe Graphics 96EU Mobile,0,768,231,535,31
UHD Graphics 64EU Mobile,UHD Graphics 64EU Mobile,0,512,219,536,46
UHD Graphics 710 Mobile,UHD Graphics 710 Mobile,0,128,204,535,42
UHD Graphics 710 Mobile,UHD Graphics 710 Mobile,0,128,205,535,46
UHD Graphics 730,UHD Graphics 730,0,192,209,535,33
UHD Graphics 770 Mobile,UHD Graphics 770 Mobile,0,256,212,535,37
Arc 130V Mobile,Arc 130V Mobile,0,896,251,535,28
Arc 140V Mobile,Arc 140V Mobile,0,1024,262,536,38
Arc B580,Arc B580,12288,2560,414,534,34
Arc Graphics 24EU,Arc Graphics 24EU,0,192,213,535,47
Arc Graphics 32EU,Arc Graphics 32EU,0,256,216,534,35
Arc Graphics 64EU,Arc Graphics 64EU,0,512,231,535,25
Arc 130T Mobile,Arc 130T Mobile,0,896,261,535,32
Arc 140T Mobile,Arc 140T Mobile,0,1024,274,535,43
Arc B570,Arc B570,10240,2304,380,535,38
Arc Pro B50,Arc Pro B50,16384,2048,365,535,38
Arc Pro B60,Arc Pro B60,24576,2560,393,535,45
Graphics 24EU Mobile,Graphics 24EU Mobile,0,192,205,535,24
GeForce 8800 GTS 640,GeForce 8800 GTS 640,640,96,207,536,27
GeForce 8800 GTX,GeForce 8800 GTX,768,128,209,534,29
GeForce 8300 GS,GeForce 8300 GS,128,8,201,534,25
GeForce 8400,GeForce 8400,256,8,200,534,24
GeForce 8400 GS,GeForce 8400 GS,256,16,201,535,25
GeForce 8400 GS PCI,GeForce 8400 GS PCI,512,8,200,535,42
GeForce 8400 GS PCI Rev. 2,GeForce 8400 GS PCI Rev. 2,512,16,201,535,20
GeForce 8400 GS Rev. 2,GeForce 8400 GS Rev. 2,512,8,200,535,27
GeForce 8400M G,GeForce 8400M G,256,8,200,535,49
GeForce 8400M GS,GeForce 8400M GS,256,16,200,536,37
GeForce 8400M GT,GeForce 8400M GT,256,16,200,535,27
GeForce 8500 GT,GeForce 8500 GT,256,16,201,535,44
GeForce 8600 GS,GeForce 8600 GS,512,16,201,535,47
GeForce 8600 GT,GeForce 8600 GT,512,32,202,534,49
GeForce 8600 GT Mac Edition,GeForce 8600 GT Mac Edition,128,32,202,535,27
GeForce 8600 GTS,GeForce 8600 GTS,256,32,202,534,32
GeForce 8600 GTS Mac Edition,GeForce 8600 GTS Mac Edition,512,32,203,535,31
GeForce 8600M GS,GeForce 8600M GS,512,16,200,534,36
GeForce 8600M GT,GeForce 8600M GT,512,32,201,535,43
GeForce 8600M GT,GeForce 8600M GT,512,32,201,536,28
GeForce 8600M GT Mac Edition,GeForce 8600M GT Mac Edition,512,32,201,536,47
GeForce 8700M GT,GeForce 8700M GT,512,32,201,535,41
GeForce 8800 GT,GeForce 8800 GT,512,112,208,535,39
GeForce 8800 GTS 320,GeForce 8800 GTS 320,320,96,207,535,45
GeForce 8800 GTS 512,GeForce 8800 GTS 512,512,128,209,536,21
GeForce 8800 GTS Core 112,GeForce 8800 GTS Core 112,640,112,207,535,21
GeForce 8800 Ultra,GeForce 8800 Ultra,768,128,210,534,30
GeForce 8800M GTS,GeForce 8800M GTS,512,64,203,535,27
GeForce 8800M GTX,GeForce 8800M GTX,512,96,205,536,23
Quadro FX 1600M,Quadro FX 1600M,512,32,202,534,33
Quadro FX 1700,Quadro FX 1700,512,32,201,535,33
Quadro FX 360M,Quadro FX 360M,256,16,200,536,32
Quadro FX 370,Quadro FX 370,256,16,201,536,33
Quadro FX 4600,Quadro FX 4600,768,96,206,535,37
Quadro FX 4600 SDI,Quadro FX 4600 SDI,768,96,207,535,44
Quadro FX 5600,Quadro FX 5600,1536,128,209,535,42
Quadro FX 5600 Mac Edition,Quadro FX 5600 Mac Edition,1536,128,209,535,36
Quadro FX 570,Quadro FX 570,256,16,201,534,29
Quadro FX 570M,Quadro FX 570M,512,32,202,535,44
Quadro NVS 130M,Quadro NVS 130M,256,8,200,534,43
Quadro NVS 135M,Quadro NVS 135M,256,16,200,536,23
Quadro NVS 140M,Quadro NVS 140M,512,16,200,536,38
Quadro NVS 290,Quadro NVS 290,256,16,200,535,22
Quadro NVS 320M,Quadro NVS 320M,512,32,201,536,21
Tesla C870,Tesla C870,1536,128,209,535,49
Tesla D870,Tesla D870,1536,128,218,534,50
Tesla S870,Tesla S870,1536,128,225,535,34
GeForce 8100 + nForce 720a,GeForce 8100 + nForce 720a,0,16,201,535,44
GeForce 8200,GeForce 8200,0,16,201,535,47
GeForce 8200M G mGPU AMD,GeForce 8200M G mGPU AMD,0,16,200,535,26
GeForce 8200M G mGPU Intel,GeForce 8200M G mGPU Intel,0,16,200,535,43
GeForce 8300,GeForce 8300,0,16,201,534,30
GeForce 8400 SE,GeForce 8400 SE,128,16,201,535,29
GeForce 8800 GS,GeForce 8800 GS,384,96,206,534,44
GeForce 8800 GS Mac Edition,GeForce 8800 GS Mac Edition,512,64,205,534,50
GeForce 8800 GT Mac Edition,GeForce 8800 GT Mac Edition,512,112,208,534,28
GeForce 9100,GeForce 9100,0,16,201,535,48
GeForce 9100M G mGPU AMD,GeForce 9100M G mGPU AMD,0,16,200,534,50
GeForce 9100M G mGPU Intel,GeForce 9100M G mGPU Intel,0,8,200,536,29
GeForce 9200,GeForce 9200,0,16,201,535,44
GeForce 9200,GeForce 9200,0,16,201,534,38
GeForce 9200M,GeForce 9200M,0,16,200,536,33
GeForce 9200M GS,GeForce 9200M GS,256,8,200,535,43
GeForce 9200M GS GDDR3,GeForce 9200M GS GDDR3,256,8,200,536,25
GeForce 9300 + nForce 730i,GeForce 9300 + nForce 730i,0,16,201,534,41
GeForce 9300 GE,GeForce 9300 GE,256,8,201,534,47
GeForce 9300 GS,GeForce 9300 GS,512,8,201,535,39
GeForce 9300 SE,GeForce 9300 SE,256,8,201,536,46
GeForce 9300M G,GeForce 9300M G,256,16,200,535,45
GeForce 9300M GS,GeForce 9300M GS,256,8,200,535,50
GeForce 9300M GS GDDR3,GeForce 9300M GS GDDR3,256,8,200,535,35
GeForce 9400,GeForce 9400,0,16,201,535,35
GeForce 9400,GeForce 9400,0,16,201,535,20
GeForce 9400,GeForce 9400,0,16,201,536,43
GeForce 9400 GT,GeForce 9400 GT,128,16,201,535,36
GeForce 9400 GT,GeForce 9400 GT,512,16,201,534,25
GeForce 9400 GT PCI,GeForce 9400 GT PCI,256,16,201,535,27
GeForce 9400 GT Rev. 2,GeForce 9400 GT Rev. 2,512,16,201,534,21
GeForce 9400M,GeForce 9400M,0,16,200,534,25
GeForce 9400M,GeForce 9400M,0,16,200,536,23
GeForce 9400M G,GeForce 9400M G,0,16,200,535,34
GeForce 9500 GS,GeForce 9500 GS,512,32,202,535,41
GeForce 9500 GS Rev. 2,GeForce 9500 GS Rev. 2,512,32,202,534,48
GeForce 9500 GT,GeForce 9500 GT,512,32,202,535,39
GeForce 9500 GT Rev. 2,GeForce 9500 GT Rev. 2,512,32,202,536,23
GeForce 9500 GT Rev. 3,GeForce 9500 GT Rev. 3,512,32,202,534,34
GeForce 9500M G,GeForce 9500M G,512,16,201,535,39
GeForce 9500M GS,GeForce 9500M GS,512,32,201,535,39
GeForce 9600 GS OEM,GeForce 9600 GS OEM,768,48,203,534,30
GeForce 9600 GSO,GeForce 9600 GSO,384,96,206,534,45
GeForce 9600 GSO 512,GeForce 9600 GSO 512,512,48,204,534,37
GeForce 9600 GT,GeForce 9600 GT,512,64,205,535,41
GeForce 9600 GT Green Edition,GeForce 9600 GT Green Edition,512,64,205,536,40
GeForce 9600 GT Mac Edition,GeForce 9600 GT Mac Edition,1024,64,205,534,50
GeForce 9600 GT Rev. 2,GeForce 9600 GT Rev. 2,512,64,205,536,27
GeForce 9600M GS,GeForce 9600M GS,1024,32,201,535,43
GeForce 9600M GT,GeForce 9600M GT,512,32,201,536,40
GeForce 9600M GT Mac Edition,GeForce 9600M GT Mac Edition,512,32,201,535,21
GeForce 9650M GS,GeForce 9650M GS,512,32,201,535,34
GeForce 9650M GT,GeForce 9650M GT,1024,32,201,535,20
GeForce 9700M GT,GeForce 9700M GT,512,32,202,535,26
GeForce 9700M GTS,GeForce 9700M GTS,512,48,203,536,37
GeForce 9800 GT,GeForce 9800 GT,512,112,208,536,32
GeForce 9800 GT,GeForce 9800 GT,512,112,208,534,50
GeForce 9800 GT Rebrand,GeForce 9800 GT Rebrand,512,128,209,534,27
GeForce 9800 GTX,GeForce 9800 GTX,512,128,209,534,23
GeForce 9800 GX2,GeForce 9800 GX2,512,128,210,534,45
GeForce 9800M GS,GeForce 9800M GS,512,64,204,534,23
GeForce 9800M GT,GeForce 9800M GT,512,96,205,535,25
GeForce 9800M GTS,GeForce 9800M GTS,512,64,204,535,39
GeForce 9800M GTS,GeForce 9800M GTS,1024,64,204,534,29
GeForce 9800M GTX,GeForce 9800M GTX,1024,112,206,535,48
GeForce 9800S,GeForce 9800S,512,64,204,535,48
GeForce GT 120M Mac Edition,GeForce GT 120M Mac Edition,256,32,201,535,23
GeForce GT 130 Mac Edition,GeForce GT 130 Mac Edition,512,48,204,534,39
ION,ION,0,16,201,536,33
ION,ION,0,16,201,535,29
ION,ION,0,16,201,535,33
ION,ION,0,16,201,534,40
ION HX,ION HX,0,16,201,535,34
ION LE,ION LE,0,16,201,535,23
Quadro FX 1700 Mac Edition,Quadro FX 1700 Mac Edition,512,32,202,535,20
Quadro FX 1700M,Quadro FX 1700M,512,32,202,534,48
Quadro FX 2700M,Quadro FX 2700M,512,48,203,535,24
Quadro FX 3600M,Quadro FX 3600M,512,64,204,535,26
Quadro FX 3600M,Quadro FX 3600M,512,96,205,536,42
Quadro FX 370 LP,Quadro FX 370 LP,256,8,200,534,23
Quadro FX 3700,Quadro FX 3700,512,112,206,534,36
Quadro FX 3700M,Quadro FX 3700M,1024,128,207,535,21
Quadro FX 370M,Quadro FX 370M,256,8,200,535,32
Quadro FX 3800M,Quadro FX 3800M,1024,128,208,534,26
Quadro FX 470 mGPU,Quadro FX 470 mGPU,0,16,201,535,46
Quadro FX 4700 X2,Quadro FX 4700 X2,1024,128,211,535,29
Quadro FX 770M,Quadro FX 770M,512,32,202,535,43
Quadro NVS 150M,Quadro NVS 150M,256,8,200,535,46
Quadro NVS 160M,Quadro NVS 160M,256,8,200,535,26
Quadro NVS 450,Quadro NVS 450,256,8,201,535,22
Quadro Plex 1000 Model IV,Quadro Plex 1000 Model IV,1536,128,213,536,30
Quadro Plex 2100 D4,Quadro Plex 2100 D4,1024,128,220,535,24
Quadro Plex 2100 S4,Quadro Plex 2100 S4,1536,128,221,536,45
Quadro VX 200,Quadro VX 200,512,112,205,536,24
GeForce GTX 260,GeForce GTX 260,896,192,211,536,45
GeForce GTX 260 Core 216,GeForce GTX 260 Core 216,896,216,212,534,20
GeForce GTX 260 Core 216 Rev. 2,GeForce GTX 260 Core 216 Rev. 2,896,216,212,535,22
GeForce GTX 260 Rev. 2,GeForce GTX 260 Rev. 2,896,192,211,534,45
GeForce GTX 280,GeForce GTX 280,1024,240,215,535,30
GeForce GTX 285,GeForce GTX 285,1024,240,215,535,42
ION,ION,0,16,201,535,22
ION 2,ION 2,0,16,201,536,42
Quadro CX,Quadro CX,1536,192,210,535,27
Quadro FX 4800,Quadro FX 4800,1536,192,210,535,27
Quadro FX 4800 Mac Edition,Quadro FX 4800 Mac Edition,1536,192,210,535,48
Quadro FX 5800,Quadro FX 5800,4096,240,214,535,44
Quadro Plex 2200 D2,Quadro Plex 2200 D2,4096,240,225,535,35
Quadro Plex 2200 S4,Quadro Plex 2200 S4,4096,240,224,536,21
Tesla M1060,Tesla M1060,2048,240,214,535,24
Tesla S1070,Tesla S1070,4096,240,229,535,40
Tesla S1075,Tesla S1075,4096,240,229,536,25
GeForce 205 OEM,GeForce 205 OEM,512,16,201,535,48
GeForce 210,GeForce 210,512,16,201,536,33
GeForce 210 OEM,GeForce 210 OEM,1024,16,201,536,41
GeForce 210 PCI,GeForce 210 PCI,512,16,201,534,49
GeForce 210 Rev. 2,GeForce 210 Rev. 2,1024,16,201,535,39
GeForce 310 OEM,GeForce 310 OEM,512,16,201,534,41
GeForce 9600 GTX,GeForce 9600 GTX,512,96,207,534,50
GeForce 9800 GTX+,GeForce 9800 GTX+,512,128,210,536,31
GeForce G100 OEM,GeForce G100 OEM,256,8,201,535,42
GeForce G102M,GeForce G102M,0,16,200,535,44
GeForce G103M,GeForce G103M,512,8,200,535,30
GeForce G105M,GeForce G105M,256,16,200,535,36
GeForce G105M,GeForce G105M,512,16,200,535,32
GeForce G105M,GeForce G105M,512,8,200,535,29
GeForce G110M,GeForce G110M,1024,16,200,535,40
GeForce G205M,GeForce G205M,0,16,200,534,40
GeForce G210 OEM,GeForce G210 OEM,512,16,201,535,46
GeForce G210 OEM Rev. 2,GeForce G210 OEM Rev. 2,128,16,201,535,42
GeForce G210M,GeForce G210M,512,16,201,535,29
GeForce GT 120 Mac Edition,GeForce GT 120 Mac Edition,512,32,202,534,22
GeForce GT 120 OEM,GeForce GT 120 OEM,512,32,203,535,31
GeForce GT 120M,GeForce GT 120M,1024,32,201,534,42
GeForce GT 130 OEM,GeForce GT 130 OEM,512,48,203,535,36
GeForce GT 130M,GeForce GT 130M,1024,32,202,534,46
GeForce GT 140 OEM,GeForce GT 140 OEM,1024,64,205,535,27
GeForce GT 220,GeForce GT 220,512,48,203,534,49
GeForce GT 220 OEM,GeForce GT 220 OEM,512,48,202,535,24
GeForce GT 220M,GeForce GT 220M,1024,32,201,535,37
GeForce GT 230,GeForce GT 230,512,48,204,535,50
GeForce GT 230 OEM,GeForce GT 230 OEM,1536,96,205,535,36
GeForce GT 230M,GeForce GT 230M,1024,48,202,534,37
GeForce GT 240,GeForce GT 240,1024,96,205,535,39
GeForce GT 240M,GeForce GT 240M,1024,48,202,535,31
GeForce GT 320M,GeForce GT 320M,1024,32,201,535,46
GeForce GTS 150 OEM,GeForce GTS 150 OEM,1024,128,210,535,39
GeForce GTS 150M,GeForce GTS 150M,1024,64,203,535,27
GeForce GTS 160M,GeForce GTS 160M,1024,64,204,535,50
GeForce GTS 240 OEM,GeForce GTS 240 OEM,1024,112,208,534,27
GeForce GTS 250,GeForce GTS 250,1024,128,209,536,28
GeForce GTS 250,GeForce GTS 250,1024,128,209,535,39
GeForce GTS 250M,GeForce GTS 250M,1024,96,203,536,33
GeForce GTS 260M,GeForce GTS 260M,512,96,204,536,50
GeForce GTX 260 OEM,GeForce GTX 260 OEM,1792,192,209,536,47
GeForce GTX 260M,GeForce GTX 260M,1024,112,206,534,26
GeForce GTX 275,GeForce GTX 275,896,240,215,536,33
GeForce GTX 280M,GeForce GTX 280M,1024,128,207,536,30
GeForce GTX 285 Mac Edition,GeForce GTX 285 Mac Edition,1024,240,215,535,34
GeForce GTX 285 X2,GeForce GTX 285 X2,2048,240,218,535,38
GeForce GTX 295,GeForce GTX 295,896,240,216,535,25
GeForce GTX 295 Single PCB,GeForce GTX 295 Single PCB,896,240,216,536,39
Quadro FX 1800,Quadro FX 1800,768,64,204,535,37
Quadro FX 1800M,Quadro FX 1800M,1024,72,203,535,31
Quadro FX 2800M,Quadro FX 2800M,1024,96,206,535,40
Quadro FX 380,Quadro FX 380,256,16,201,535,42
Quadro FX 380 LP,Quadro FX 380 LP,512,16,201,534,31
Quadro FX 3800,Quadro FX 3800,1024,192,209,535,26
Quadro FX 580,Quadro FX 580,512,32,202,535,47
Quadro NVS 295,Quadro NVS 295,256,8,200,536,22
Quadro NVS 420,Quadro NVS 420,256,8,201,536,24
Tesla C1060,Tesla C1060,1024,240,214,534,34
Tesla C1080,Tesla C1080,4096,240,214,534,43
GeForce 305M,GeForce 305M,512,16,200,535,20
GeForce 310M,GeForce 310M,512,16,201,535,42
GeForce 310M,GeForce 310M,1024,16,201,535,22
GeForce 310M,GeForce 310M,512,16,201,536,39
GeForce 315 OEM,GeForce 315 OEM,512,48,202,534,46
GeForce 320M Mac Edition,GeForce 320M Mac Edition,0,48,201,535,35
GeForce 405 OEM,GeForce 405 OEM,512,16,201,535,42
GeForce 405 OEM,GeForce 405 OEM,512,48,202,535,39
GeForce 405 OEM,GeForce 405 OEM,1024,24,201,534,49
GeForce 8400 GS Rev. 3,GeForce 8400 GS Rev. 3,512,8,200,535,43
GeForce 9500 GT Mac Edition,GeForce 9500 GT Mac Edition,512,32,202,535,25
GeForce GT 220,GeForce GT 220,1024,48,203,536,20
GeForce GT 240M LE,GeForce GT 240M LE,512,32,202,535,23
GeForce GT 320 OEM,GeForce GT 320 OEM,1024,72,203,534,44
GeForce GT 320M,GeForce GT 320M,1024,24,201,534,34
GeForce GT 325M,GeForce GT 325M,1024,48,202,536,46
GeForce GT 330 OEM,GeForce GT 330 OEM,256,96,205,534,47
GeForce GT 330 OEM,GeForce GT 330 OEM,1024,96,205,535,23
GeForce GT 330 OEM,GeForce GT 330 OEM,512,96,205,536,29
GeForce GT 330 OEM,GeForce GT 330 OEM,1024,96,205,535,30
GeForce GT 330M,GeForce GT 330M,1024,24,201,535,43
GeForce GT 330M,GeForce GT 330M,1024,48,202,534,37
GeForce GT 330M,GeForce GT 330M,1024,48,202,536,44
GeForce GT 330M Mac Edition,GeForce GT 330M Mac Edition,512,48,202,535,23
GeForce GT 335M,GeForce GT 335M,1024,72,203,535,23
GeForce GT 340 OEM,GeForce GT 340 OEM,1024,96,205,535,35
GeForce GT 415 OEM,GeForce GT 415 OEM,512,48,202,535,27
GeForce GT 415M,GeForce GT 415M,1024,48,201,534,36
GeForce GT 420 OEM,GeForce GT 420 OEM,1024,48,203,535,36
GeForce GT 420M,GeForce GT 420M,1024,96,203,535,37
GeForce GT 425M,GeForce GT 425M,1024,96,203,535,49
GeForce GT 430,GeForce GT 430,512,96,205,535,45
GeForce GT 430 OEM,GeForce GT 430 OEM,2048,96,205,535,39
GeForce GT 430 PCI,GeForce GT 430 PCI,512,96,205,536,23
GeForce GT 435M,GeForce GT 435M,2048,96,204,535,34
GeForce GT 440 OEM,GeForce GT 440 OEM,1536,144,208,534,41
GeForce GT 445M,GeForce GT 445M,3072,144,205,534,35
GeForce GT 445M,GeForce GT 445M,1024,144,205,535,20
GeForce GTS 350M,GeForce GTS 350M,1024,96,203,535,46
GeForce GTS 360M,GeForce GTS 360M,1024,96,204,535,33
GeForce GTS 450,GeForce GTS 450,1024,192,211,535,41
GeForce GTS 450 OEM,GeForce GTS 450 OEM,512,144,209,535,34
GeForce GTS 450 OEM,GeForce GTS 450 OEM,1536,144,209,534,39
GeForce GTX 275 PhysX Edition,GeForce GTX 275 PhysX Edition,896,240,214,534,29
GeForce GTX 285M,GeForce GTX 285M,1024,128,207,534,28
GeForce GTX 460,GeForce GTX 460,1024,336,217,534,31
GeForce GTX 460,GeForce GTX 460,768,336,217,534,49
GeForce GTX 460 OEM,GeForce GTX 460 OEM,1024,336,216,535,43
GeForce GTX 460 SE,GeForce GTX 460 SE,1024,288,214,535,38
GeForce GTX 460 SE v2,GeForce GTX 460 SE v2,768,288,214,536,48
GeForce GTX 460M,GeForce GTX 460M,1536,192,209,534,48
GeForce GTX 465,GeForce GTX 465,1024,352,217,536,27
GeForce GTX 470,GeForce GTX 470,1280,448,221,535,42
GeForce GTX 470M,GeForce GTX 470M,1536,288,211,535,36
GeForce GTX 480,GeForce GTX 480,1536,480,226,534,40
GeForce GTX 480M,GeForce GTX 480M,2048,352,211,536,28
GeForce GTX 570,GeForce GTX 570,1280,480,226,536,45
GeForce GTX 570 Rev. 2,GeForce GTX 570 Rev. 2,1280,480,226,536,42
GeForce GTX 580,GeForce GTX 580,1536,512,230,535,25
NVS 2100M,NVS 2100M,512,16,200,534,28
NVS 3100M,NVS 3100M,512,16,201,536,22
NVS 5100M,NVS 5100M,1024,48,202,534,22
Quadro 2000,Quadro 2000,1024,192,208,535,24
Quadro 4000,Quadro 4000,2048,256,210,535,45
Quadro 5000M,Quadro 5000M,2048,320,210,535,38
Quadro 600,Quadro 600,1024,96,204,535,20
Quadro 6000,Quadro 6000,6144,448,220,535,24
Quadro FX 380M,Quadro FX 380M,512,16,201,535,28
Quadro FX 880M,Quadro FX 880M,1024,48,202,535,43
GeForce 315 OEM,GeForce 315 OEM,256,48,202,535,42
GeForce 315 OEM,GeForce 315 OEM,1024,16,201,535,50
GeForce 315M,GeForce 315M,512,16,200,535,30
GeForce 405M,GeForce 405M,1024,16,201,535,20
GeForce 410M,GeForce 410M,1024,48,201,536,34
GeForce 510 OEM,GeForce 510 OEM,1024,48,202,535,32
GeForce 610,GeForce 610,1024,48,202,535,22
GeForce 610M,GeForce 610M,1024,48,201,535,25
GeForce 610M,GeForce 610M,1024,48,202,535,50
GeForce 610M,GeForce 610M,1024,48,202,535,39
GeForce 9300 GS Rev. 2,GeForce 9300 GS Rev. 2,256,16,201,534,37
GeForce GT 435M,GeForce GT 435M,1024,96,204,535,37
GeForce GT 440,GeForce GT 440,1024,96,206,535,49
GeForce GT 440 Mac Edition,GeForce GT 440 Mac Edition,1024,96,206,535,41
GeForce GT 520,GeForce GT 520,1024,48,203,536,22
GeForce GT 520 PCI,GeForce GT 520 PCI,1024,48,203,535,48
GeForce GT 520 PCIe x1,GeForce GT 520 PCIe x1,1024,48,203,536,20
GeForce GT 520M,GeForce GT 520M,1024,48,202,534,43
GeForce GT 520M,GeForce GT 520M,1024,48,202,534,45
GeForce GT 520M,GeForce GT 520M,1024,48,202,535,40
GeForce GT 520MX,GeForce GT 520MX,1024,48,203,535,37
GeForce GT 525M,GeForce GT 525M,1024,96,203,536,30
GeForce GT 525M,GeForce GT 525M,1024,96,204,535,45
GeForce GT 530 OEM,GeForce GT 530 OEM,1024,96,205,536,31
GeForce GT 540M,GeForce GT 540M,1024,96,204,535,28
GeForce GT 545,GeForce GT 545,1536,144,207,535,20
GeForce GT 545 OEM,GeForce GT 545 OEM,1024,144,210,535,23
GeForce GT 550M,GeForce GT 550M,1024,96,203,534,27
GeForce GT 550M,GeForce GT 550M,1024,96,205,535,32
GeForce GT 555M,GeForce GT 555M,1024,96,205,535,34
GeForce GT 555M,GeForce GT 555M,1024,144,205,535,34
GeForce GT 555M,GeForce GT 555M,1024,144,205,535,33
GeForce GT 555M 3 GB,GeForce GT 555M 3 GB,3072,144,205,535,41
GeForce GTS 450 Rev. 2,GeForce GTS 450 Rev. 2,1024,192,211,535,31
GeForce GTX 460 v2,GeForce GTX 460 v2,1024,336,219,535,41
GeForce GTX 460 v2 ES,GeForce GTX 460 v2 ES,1280,336,219,535,32
GeForce GTX 460 X2,GeForce GTX 460 X2,1024,336,218,536,42
GeForce GTX 485M,GeForce GTX 485M,2048,384,215,534,41
GeForce GTX 550 Ti,GeForce GTX 550 Ti,1024,192,213,534,25
GeForce GTX 555 OEM,GeForce GTX 555 OEM,1024,288,216,535,30
GeForce GTX 560,GeForce GTX 560,1024,336,220,535,34
GeForce GTX 560 OEM,GeForce GTX 560 OEM,1280,384,216,535,30
GeForce GTX 560 Ti,GeForce GTX 560 Ti,1024,384,223,535,24
GeForce GTX 560 Ti 448,GeForce GTX 560 Ti 448,1280,448,224,535,45
GeForce GTX 560 Ti OEM,GeForce GTX 560 Ti OEM,1024,384,223,535,24
GeForce GTX 560 Ti OEM,GeForce GTX 560 Ti OEM,1280,352,220,534,50
GeForce GTX 560 Ti X2,GeForce GTX 560 Ti X2,1024,384,223,535,38
GeForce GTX 560M,GeForce GTX 560M,1536,192,210,534,38
